x,y
2.6338,0.0051
3.9334,0.0178
4.4666,0.0066
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
11.0245,0.0894
11.0245,0.0894
11.0245,0.0894
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5391,0.7197
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
21.4553,0.9237
21.4553,0.9237
23.0483,0.9416
23.0483,0.9416
24.2727,0.9261
25.098,0.9867
25.4382,0.9829
28.2516,0.996
29.9796,0.9976
