x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.7556,0.0034
2.7556,0.0034
3.0087,0.0112
3.0087,0.0112
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
12.1097,0.1494
12.1097,0.1494
13.7888,0.5012
15.4962,0.6995
15.4962,0.6995
15.4962,0.6995
17.6406,0.742
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
18.6087,0.749
21.0136,0.8372
21.4553,0.9237
23.0483,0.9416
25.098,0.9867
25.4382,0.9829
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
