x,y
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
4.4666,0.0066
4.547,0.0111
4.547,0.0111
6.8654,0.0172
7.4097,0.1158
11.0245,0.0894
11.0245,0.0894
11.0245,0.0894
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
15.3998,0.3399
15.3998,0.3399
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.6406,0.742
18.6087,0.749
18.6087,0.749
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
23.6206,0.9792
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
25.098,0.9867
25.098,0.9867
25.098,0.9867
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
