x,y
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
2.7556,0.0034
2.7556,0.0034
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
11.0245,0.0894
13.7888,0.5012
15.102,0.3902
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
16.7391,0.5472
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
18.6087,0.749
18.6087,0.749
19.7344,0.8272
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
29.9796,0.9976
