x,y
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
3.0087,0.0112
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
4.547,0.0111
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
12.1097,0.1494
15.3998,0.3399
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.6087,0.749
18.6087,0.749
21.4553,0.9237
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
23.6206,0.9792
24.2727,0.9261
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
