x,y
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
4.4666,0.0066
4.547,0.0111
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
6.8654,0.0172
6.8654,0.0172
12.1097,0.1494
13.056,0.5148
15.3998,0.3399
15.3998,0.3399
16.7391,0.5472
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.6087,0.749
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
23.6206,0.9792
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
26.8917,0.9975
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
