x,y
0.4556,0.004
2.6338,0.0051
2.7556,0.0034
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
7.4097,0.1158
7.4311,0.1662
11.0245,0.0894
13.7888,0.5012
15.102,0.3902
15.102,0.3902
15.3998,0.3399
17.2629,0.822
17.2629,0.822
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5284,0.895
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
25.098,0.9867
25.098,0.9867
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
