x,y
0.4556,0.004
0.4556,0.004
2.7556,0.0034
2.7556,0.0034
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
7.4311,0.1662
11.0245,0.0894
11.0245,0.0894
13.056,0.5148
13.056,0.5148
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5391,0.7197
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
23.0483,0.9416
25.098,0.9867
26.8917,0.9975
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
