x,y
0.4556,0.004
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
2.7556,0.0034
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
6.8654,0.0172
12.1097,0.1494
12.1097,0.1494
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
17.2629,0.822
17.2629,0.822
17.6406,0.742
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5391,0.7197
18.6087,0.749
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.8538,0.9594
23.0483,0.9416
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
25.4382,0.9829
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
