x,y
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
15.102,0.3902
15.4962,0.6995
15.4962,0.6995
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
18.5391,0.7197
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.8538,0.9594
23.0483,0.9416
24.2727,0.9261
25.098,0.9867
26.8917,0.9975
26.8917,0.9975
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
