x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
0.4556,0.004
2.6338,0.0051
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.4666,0.0066
5.0646,0.0204
7.4311,0.1662
7.4311,0.1662
12.1097,0.1494
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
15.3998,0.3399
16.7391,0.5472
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
24.2727,0.9261
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
29.9796,0.9976
