x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.7556,0.0034
2.7556,0.0034
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
11.0245,0.0894
13.7888,0.5012
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
17.6406,0.742
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
24.2727,0.9261
25.098,0.9867
25.098,0.9867
25.098,0.9867
25.4382,0.9829
26.8917,0.9975
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
