x,y
0.4556,0.004
0.4556,0.004
2.6338,0.0051
2.6338,0.0051
3.9334,0.0178
3.9334,0.0178
4.547,0.0111
5.6092,0.0268
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.4962,0.6995
17.2629,0.822
17.2629,0.822
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.8538,0.9594
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
25.098,0.9867
28.2516,0.996
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
