x,y
0.4556,0.004
0.4556,0.004
2.6338,0.0051
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
4.4666,0.0066
4.4666,0.0066
7.4311,0.1662
11.0245,0.0894
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
17.2629,0.822
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.2934,0.5745
18.5391,0.7197
18.6087,0.749
19.7344,0.8272
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
25.098,0.9867
25.098,0.9867
25.098,0.9867
28.2516,0.996
29.9796,0.9976
