x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
3.0087,0.0112
3.0087,0.0112
4.4666,0.0066
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
7.4311,0.1662
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2629,0.822
17.6406,0.742
18.5391,0.7197
18.5391,0.7197
21.0136,0.8372
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
25.098,0.9867
25.098,0.9867
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
