x,y
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
2.7556,0.0034
2.7556,0.0034
3.0087,0.0112
3.9334,0.0178
3.9334,0.0178
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.6406,0.742
18.6087,0.749
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
24.2727,0.9261
24.2727,0.9261
25.4382,0.9829
