x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
1.6923,0.0079
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.4962,0.6995
15.4962,0.6995
17.2629,0.822
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.6087,0.749
19.7344,0.8272
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
23.6206,0.9792
24.2727,0.9261
25.098,0.9867
25.098,0.9867
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
