x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
2.6338,0.0051
2.6338,0.0051
2.6338,0.0051
3.0087,0.0112
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
13.7888,0.5012
15.102,0.3902
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
17.6406,0.742
17.6406,0.742
18.5391,0.7197
21.4553,0.9237
21.4553,0.9237
24.2727,0.9261
25.098,0.9867
26.8917,0.9975
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
