x,y
2.7556,0.0034
2.7556,0.0034
3.0087,0.0112
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
15.3998,0.3399
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
21.4553,0.9237
21.4553,0.9237
23.6206,0.9792
24.2727,0.9261
24.2727,0.9261
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
28.2516,0.996
28.2516,0.996
29.9796,0.9976
