x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
1.6923,0.0079
2.7556,0.0034
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
17.6406,0.742
18.5391,0.7197
18.5391,0.7197
19.7344,0.8272
21.0136,0.8372
23.0483,0.9416
23.0483,0.9416
24.2727,0.9261
24.2727,0.9261
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
29.9796,0.9976
