x,y
1.6923,0.0079
2.6338,0.0051
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5391,0.7197
18.6087,0.749
18.6087,0.749
19.7344,0.8272
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
24.2727,0.9261
24.2727,0.9261
25.4382,0.9829
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
