x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
12.1097,0.1494
13.7888,0.5012
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
15.3998,0.3399
18.5284,0.895
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
24.2727,0.9261
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
29.9796,0.9976
