x,y
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
2.7556,0.0034
4.547,0.0111
5.0646,0.0204
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.102,0.3902
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.5391,0.7197
18.6087,0.749
18.6087,0.749
21.0136,0.8372
21.0136,0.8372
23.0483,0.9416
23.0483,0.9416
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
