x,y
2.6338,0.0051
3.9334,0.0178
4.4666,0.0066
5.6092,0.0268
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
21.4553,0.9237
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
25.4382,0.9829
25.4382,0.9829
28.2516,0.996
29.9796,0.9976
