x,y
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
4.547,0.0111
5.0646,0.0204
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
11.0245,0.0894
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5391,0.7197
19.7344,0.8272
21.4553,0.9237
21.4553,0.9237
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
28.2516,0.996
28.2516,0.996
