x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
4.547,0.0111
4.547,0.0111
4.547,0.0111
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
11.0245,0.0894
11.0245,0.0894
11.0245,0.0894
13.056,0.5148
13.056,0.5148
13.056,0.5148
13.056,0.5148
13.7888,0.5012
15.4962,0.6995
15.4962,0.6995
17.2629,0.822
17.2629,0.822
17.2629,0.822
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
23.6206,0.9792
25.098,0.9867
25.098,0.9867
25.4382,0.9829
26.8917,0.9975
29.0895,0.9944
