x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
11.0245,0.0894
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
21.4553,0.9237
21.4553,0.9237
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
26.8917,0.9975
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
