x,y
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
1.6923,0.0079
2.7556,0.0034
3.0087,0.0112
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
11.0245,0.0894
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5284,0.895
21.8538,0.9594
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
28.2516,0.996
28.2516,0.996
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
