x,y
1.6923,0.0079
2.7556,0.0034
3.0087,0.0112
3.0087,0.0112
4.4666,0.0066
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.7888,0.5012
15.102,0.3902
15.102,0.3902
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5284,0.895
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
25.098,0.9867
25.098,0.9867
25.4382,0.9829
26.8917,0.9975
26.8917,0.9975
29.0895,0.9944
29.9796,0.9976
