x,y
0.4556,0.004
2.6338,0.0051
2.6338,0.0051
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
4.547,0.0111
4.547,0.0111
5.0646,0.0204
11.0245,0.0894
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.7888,0.5012
15.102,0.3902
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
18.6087,0.749
18.6087,0.749
19.7344,0.8272
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
25.098,0.9867
25.098,0.9867
28.2516,0.996
29.0895,0.9944
