x,y
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
3.0087,0.0112
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
13.056,0.5148
15.102,0.3902
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.6087,0.749
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
26.8917,0.9975
29.9796,0.9976
