x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
3.9334,0.0178
4.4666,0.0066
5.0646,0.0204
5.6092,0.0268
12.1097,0.1494
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.056,0.5148
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
24.2727,0.9261
24.2727,0.9261
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
