x,y
2.6338,0.0051
2.6338,0.0051
3.0087,0.0112
3.9334,0.0178
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.5284,0.895
19.7344,0.8272
21.0136,0.8372
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
23.6206,0.9792
25.098,0.9867
25.098,0.9867
25.098,0.9867
25.4382,0.9829
26.8917,0.9975
26.8917,0.9975
29.0895,0.9944
