x,y
0.4556,0.004
2.6338,0.0051
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
4.547,0.0111
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
11.0245,0.0894
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
16.7391,0.5472
17.2629,0.822
17.6406,0.742
18.6087,0.749
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
25.098,0.9867
25.4382,0.9829
29.0895,0.9944
29.9796,0.9976
