x,y
2.7556,0.0034
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
13.056,0.5148
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
15.102,0.3902
15.3998,0.3399
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
18.5284,0.895
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
25.4382,0.9829
28.2516,0.996
28.2516,0.996
28.2516,0.996
29.9796,0.9976
29.9796,0.9976
