x,y
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
7.4097,0.1158
11.0245,0.0894
13.056,0.5148
15.102,0.3902
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
17.2629,0.822
17.2629,0.822
17.2934,0.5745
18.5391,0.7197
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.8538,0.9594
24.2727,0.9261
25.098,0.9867
25.098,0.9867
25.4382,0.9829
28.2516,0.996
29.9796,0.9976
29.9796,0.9976
