x,y
1.6923,0.0079
3.0087,0.0112
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
6.8654,0.0172
7.4097,0.1158
13.056,0.5148
15.102,0.3902
17.2629,0.822
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
18.5391,0.7197
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.8538,0.9594
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
25.098,0.9867
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
