x,y
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
3.0087,0.0112
3.0087,0.0112
4.547,0.0111
4.547,0.0111
7.4311,0.1662
11.0245,0.0894
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
15.102,0.3902
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
15.3998,0.3399
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
17.2934,0.5745
17.6406,0.742
18.6087,0.749
19.7344,0.8272
23.6206,0.9792
25.4382,0.9829
26.8917,0.9975
26.8917,0.9975
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
