x,y
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
2.7556,0.0034
2.7556,0.0034
4.4666,0.0066
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
12.1097,0.1494
13.056,0.5148
13.056,0.5148
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
17.2934,0.5745
17.2934,0.5745
17.2934,0.5745
18.5284,0.895
18.5391,0.7197
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
23.0483,0.9416
24.2727,0.9261
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
26.8917,0.9975
26.8917,0.9975
29.0895,0.9944
29.9796,0.9976
