x,y
0.4556,0.004
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.6092,0.0268
6.8654,0.0172
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.6087,0.749
19.7344,0.8272
19.7344,0.8272
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
23.6206,0.9792
24.2727,0.9261
26.8917,0.9975
29.0895,0.9944
29.0895,0.9944
