x,y
0.4556,0.004
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
3.9334,0.0178
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
13.7888,0.5012
13.7888,0.5012
15.102,0.3902
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
18.5391,0.7197
19.7344,0.8272
19.7344,0.8272
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
