x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.7556,0.0034
2.7556,0.0034
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
15.102,0.3902
18.5284,0.895
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
23.0483,0.9416
24.2727,0.9261
25.098,0.9867
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
