x,y
1.6923,0.0079
2.7556,0.0034
3.0087,0.0112
5.0646,0.0204
7.4097,0.1158
7.4097,0.1158
13.7888,0.5012
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.4962,0.6995
15.4962,0.6995
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.6406,0.742
18.5284,0.895
19.7344,0.8272
19.7344,0.8272
19.7344,0.8272
19.7344,0.8272
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
21.8538,0.9594
21.8538,0.9594
23.6206,0.9792
24.2727,0.9261
25.098,0.9867
28.2516,0.996
29.9796,0.9976
29.9796,0.9976
29.9796,0.9976
