x,y
0.4556,0.004
3.0087,0.0112
3.0087,0.0112
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
4.4666,0.0066
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
13.056,0.5148
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
15.3998,0.3399
15.3998,0.3399
16.7391,0.5472
16.7391,0.5472
16.7391,0.5472
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.8538,0.9594
21.8538,0.9594
24.2727,0.9261
25.098,0.9867
25.098,0.9867
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
26.8917,0.9975
28.2516,0.996
29.0895,0.9944
29.0895,0.9944
