x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.6338,0.0051
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4311,0.1662
11.0245,0.0894
13.056,0.5148
13.056,0.5148
13.056,0.5148
13.7888,0.5012
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.4962,0.6995
16.7391,0.5472
16.7391,0.5472
17.2629,0.822
18.5284,0.895
18.5284,0.895
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
24.2727,0.9261
24.2727,0.9261
25.098,0.9867
26.8917,0.9975
26.8917,0.9975
26.8917,0.9975
28.2516,0.996
