x,y
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
3.0087,0.0112
4.4666,0.0066
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
6.8654,0.0172
7.4097,0.1158
7.4311,0.1662
13.056,0.5148
13.056,0.5148
13.056,0.5148
13.7888,0.5012
15.102,0.3902
15.4962,0.6995
15.4962,0.6995
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.5391,0.7197
19.7344,0.8272
23.0483,0.9416
23.6206,0.9792
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
25.098,0.9867
26.8917,0.9975
28.2516,0.996
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
