x,y
0.4556,0.004
2.6338,0.0051
2.7556,0.0034
3.9334,0.0178
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
11.0245,0.0894
12.1097,0.1494
13.7888,0.5012
15.102,0.3902
15.102,0.3902
15.3998,0.3399
15.4962,0.6995
17.6406,0.742
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
18.5391,0.7197
19.7344,0.8272
19.7344,0.8272
23.0483,0.9416
23.0483,0.9416
23.0483,0.9416
23.6206,0.9792
23.6206,0.9792
24.2727,0.9261
25.098,0.9867
25.098,0.9867
26.8917,0.9975
28.2516,0.996
29.9796,0.9976
29.9796,0.9976
