x,y
0.4556,0.004
0.4556,0.004
2.6338,0.0051
2.6338,0.0051
2.7556,0.0034
3.0087,0.0112
3.0087,0.0112
3.9334,0.0178
3.9334,0.0178
4.547,0.0111
4.547,0.0111
4.547,0.0111
4.547,0.0111
5.0646,0.0204
5.0646,0.0204
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
7.4311,0.1662
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.7888,0.5012
15.102,0.3902
15.3998,0.3399
18.5391,0.7197
18.5391,0.7197
18.5391,0.7197
18.5391,0.7197
19.7344,0.8272
21.0136,0.8372
21.8538,0.9594
23.6206,0.9792
23.6206,0.9792
25.4382,0.9829
29.0895,0.9944
29.0895,0.9944
29.0895,0.9944
29.9796,0.9976
29.9796,0.9976
