x,y
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
2.6338,0.0051
2.6338,0.0051
3.9334,0.0178
3.9334,0.0178
5.0646,0.0204
5.0646,0.0204
5.0646,0.0204
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
13.056,0.5148
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
13.7888,0.5012
15.102,0.3902
15.3998,0.3399
15.4962,0.6995
17.2934,0.5745
17.2934,0.5745
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
19.7344,0.8272
21.0136,0.8372
21.0136,0.8372
21.4553,0.9237
21.8538,0.9594
21.8538,0.9594
23.0483,0.9416
23.6206,0.9792
23.6206,0.9792
25.098,0.9867
25.098,0.9867
29.0895,0.9944
