x,y
1.6923,0.0079
1.6923,0.0079
1.6923,0.0079
2.7556,0.0034
2.7556,0.0034
4.4666,0.0066
4.547,0.0111
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
13.7888,0.5012
15.3998,0.3399
16.7391,0.5472
16.7391,0.5472
17.6406,0.742
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5284,0.895
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
18.6087,0.749
21.0136,0.8372
21.0136,0.8372
21.0136,0.8372
21.8538,0.9594
23.6206,0.9792
25.098,0.9867
25.098,0.9867
28.2516,0.996
