x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
1.6923,0.0079
2.6338,0.0051
3.0087,0.0112
3.0087,0.0112
4.4666,0.0066
4.4666,0.0066
4.547,0.0111
4.547,0.0111
5.0646,0.0204
6.8654,0.0172
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
7.4097,0.1158
12.1097,0.1494
12.1097,0.1494
13.056,0.5148
15.3998,0.3399
15.3998,0.3399
15.4962,0.6995
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.6406,0.742
18.5284,0.895
18.6087,0.749
18.6087,0.749
18.6087,0.749
21.0136,0.8372
21.4553,0.9237
21.4553,0.9237
23.6206,0.9792
23.6206,0.9792
25.098,0.9867
25.4382,0.9829
28.2516,0.996
29.9796,0.9976
