x,y
0.4556,0.004
0.4556,0.004
1.6923,0.0079
2.7556,0.0034
4.547,0.0111
4.547,0.0111
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
6.8654,0.0172
7.4097,0.1158
7.4097,0.1158
11.0245,0.0894
12.1097,0.1494
13.056,0.5148
13.056,0.5148
13.056,0.5148
13.056,0.5148
13.7888,0.5012
15.102,0.3902
15.3998,0.3399
16.7391,0.5472
17.2629,0.822
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
18.6087,0.749
18.6087,0.749
18.6087,0.749
21.0136,0.8372
21.8538,0.9594
25.098,0.9867
25.098,0.9867
25.098,0.9867
25.098,0.9867
26.8917,0.9975
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
