x,y
3.9334,0.0178
3.9334,0.0178
4.4666,0.0066
5.6092,0.0268
5.6092,0.0268
5.6092,0.0268
7.4097,0.1158
7.4097,0.1158
7.4311,0.1662
7.4311,0.1662
7.4311,0.1662
11.0245,0.0894
12.1097,0.1494
13.7888,0.5012
13.7888,0.5012
15.3998,0.3399
16.7391,0.5472
17.2629,0.822
17.2629,0.822
17.2934,0.5745
17.2934,0.5745
17.6406,0.742
17.6406,0.742
18.5284,0.895
18.5391,0.7197
18.5391,0.7197
18.6087,0.749
18.6087,0.749
19.7344,0.8272
21.0136,0.8372
21.4553,0.9237
23.6206,0.9792
23.6206,0.9792
25.4382,0.9829
25.4382,0.9829
25.4382,0.9829
28.2516,0.996
28.2516,0.996
29.0895,0.9944
29.9796,0.9976
